Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
9,"M Nicas","A point-source outbreak of Coccidioidomycosis among a highway construction crew",2018,"Journal of occupational and environmental hygiene","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15459624.2017.1383612","https://scholar.google.com/scholar?cites=4121350758793594489&as_sdt=2005&sciodt=0,5&hl=en",97,"2020-05-22 20:04:38","","","","",,,,,9,4.50,9,1,2,"… Water was used to reduce dust emission, and personal respiratory protection was not worn … Google Scholar] , 12 Das, R., J. McNary, K. Fitzsimmons, D. Dobraca, et al.: Occupational Coccidioidomycosis in California – Outbreak investigation, respirator recommendations, and …"
0,"M Sharma","LibGuides: COVID-19: Research Articles & Grey Literature",2020,"","guides.hsict.library.utoronto.ca","https://guides.hsict.library.utoronto.ca/2019nCov/Articles","",98,"2020-05-22 20:04:38","HTML","","","",,,,,0,0.00,0,1,1,"… O'Hearn, K., Gertsman, S., Sampson, M., Webster, RJ, Tsampalieros, A., Ng, R., … McNally, D. (2020, March 31). Decontaminating N95 masks with Ultraviolet Germicidal Irradiation (UVGI) does not impair mask efficacy and safety: A Systematic Review …"
0,"PJ Wysocki, Ł Kwinta, P Potocki…","Systemic treatment of patients with solid tumors during the COVID-19 (SARS-CoV-2) pandemic—comprehensive recommendations of the Polish Society of Clinical …",2020,"Oncology in Clinical …","journals.viamedica.pl","https://journals.viamedica.pl/oncology_in_clinical_practice/article/view/68330","",99,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,4,1,"… there are some possibilities for multiple use of protective masks through their appropri- ate disinfection … Protective mask is defined as a filtering protective mask in the FFP2 or FFP3 … Decontamination method [55–57] Filtration efficiency/ /safe number of decontamination Comment …"
0,"MD Eichel, D Lepelletier, DJ Morgan, JC Lucet","Intended category: Review Title: Analysis of national and international guidelines on respiratory protection equipment for COVID-19 in healthcare settings.",,"researchgate.net","","https://www.researchgate.net/profile/Gabriel_Birgand/publication/341078646_Intended_category_Review_Title_Analysis_of_national_and_international_guidelines_on_respiratory_protection_equipment_for_COVID-19_in_healthcare_settings/links/5eac31cc92851cb267696b41/Intended-category-Review-Title-Analysis-of-national-and-international-guidelines-on-respiratory-protection-equipment-for-COVID-19-in-healthcare-settings.pdf","",100,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,4,,"… 5 N95/99 be decontaminated or reused as standard care … be considered when FFP2/3 shortages exist, recommending ultraviolet germicidal irradiation (UVGI), vaporous hydrogen peroxide (VHP), and moist heat showing the most promise potential for decontamination …"
30,"H Bauchner, PB Fontanarosa, EH Livingston","Conserving supply of personal protective equipment—a call for ideas",2020,"Jama","jamanetwork.com","https://jamanetwork.com/journals/jama/article-abstract/2763590","https://scholar.google.com/scholar?cites=15831774198172288175&as_sdt=2005&sciodt=0,5&hl=en",101,"2020-05-22 20:04:38","","","","",,,,,30,30.00,10,3,1,"… Nebraska Medicine, have developed a safe and effective method to decontaminate these items … We propose decontamination of PPE using UV germicidal irradiation (UVGI) exposure so … 4 log10 reductions in viral titer levels, maintenance of post-decontamination performance of …"
0,"R Diel, A Nienhaus, P Witte, R Ziegler","Protection of healthcare workers against transmission of Mycobacterium tuberculosis in hospitals: a review of the evidence",2020,"ERJ Open Research","Eur Respiratory Soc","https://openres.ersjournals.com/content/6/1/00317-2019.abstract","",102,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,4,1,""
0,"G Birgand, NT Mutters, J Otter, VM Eichel, D Lepelletier…","Analysis of national and international guidelines on respiratory protection equipment for COVID-19 in healthcare settings.",2020,"medRxiv","medrxiv.org","https://www.medrxiv.org/content/10.1101/2020.04.23.20077230v1.abstract","",103,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,6,1,"… 5 N95/99 be decontaminated or reused as standard care … be considered when FFP2/3 shortages exist, recommending ultraviolet germicidal irradiation (UVGI), vaporous hydrogen peroxide (VHP), and moist heat showing the most promise potential for decontamination …"
2,"S Williams Ischer, MB Farnell, GT Tabler…","Evaluation of a sprinkler cooling system on inhalable dust and ammonia concentrations in broiler chicken production",2017,"… of occupational and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15459624.2016.1211285","https://scholar.google.com/scholar?cites=4380354725176259404&as_sdt=2005&sciodt=0,5&hl=en",104,"2020-05-22 20:04:38","","","","",,,,,2,0.67,1,4,3,"… pulmonary symptoms. Current practice to reduce worker exposure to poultry dust is the use of respiratory protection (eg, elastomeric face-piece respirator with a P100 and ammonia chemical cartridge). Limited research has …"
0,"HM Blumberg","Infection Control in Healthcare Settings",2018,"Practical Healthcare Epidemiology","books.google.com","https://books.google.com/books?hl=en&lr=&id=gOZNDwAAQBAJ&oi=fnd&pg=PA361&dq=uvgi+decontamination+filtering+facepiece+respirator&ots=MBNj3dEe66&sig=J1WcQ4SqicZEGv3-m7WRCZaoTU4","",105,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,2,"… negative pressure) rooms; a single pass ventilation system is preferred; use HEPA filtration If recirculation of air is necessary • Ultraviolet germicidal irradiation (UVGI) can be … individuals with sus- pected or known infectious TB should wear a surgical mask when not …"
32,"SA Sattar, N Bhardwaj, MK Ijaz","Airborne viruses",2016,"Manual of environmental …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1128/9781555818821.ch3.2.7","https://scholar.google.com/scholar?cites=11835585892813351209&as_sdt=2005&sciodt=0,5&hl=en",106,"2020-05-22 20:04:38","","","","",,,,,32,8.00,11,3,4,"… development of equipment and proce- dures to test (35–38) and decontaminate indoor air (39 … of vertebrate viruses under controlled laboratory conditions as well as viral decontamination of indoor … can test pressurized flow as well as the develop- ment of filter cartridges including …"
14,"B Chen, M Liu, H Gu, X Wang, W Qiu, J Shen…","Implementation of tuberculosis infection control measures in designated hospitals in Zhejiang Province, China: are we doing enough to prevent nosocomial …",2016,"BMJ open","bmjopen.bmj.com","https://bmjopen.bmj.com/content/6/3/e010242.short","https://scholar.google.com/scholar?cites=17044871021413372907&as_sdt=2005&sciodt=0,5&hl=en",107,"2020-05-22 20:04:38","","","","",,,,,14,3.50,2,7,4,"… Measures including separation of suspected patients, regular monitoring of infection control practices, and regular fit testing of respirators should be strengthened. Infection measures for sputum collection and respirator fit testing should be improved in hospitals with lower …"
6,"EJ Esswein, M Alexander-Scott, J Snawder…","Measurement of area and personal breathing zone concentrations of diesel particulate matter (DPM) during oil and gas extraction operations, including hydraulic …",2018,"… of occupational and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15459624.2017.1388512","https://scholar.google.com/scholar?cites=11715515588105114681&as_sdt=2005&sciodt=0,5&hl=en",108,"2020-05-22 20:04:38","","","","",,,,,6,3.00,2,4,2,"… area DPM concentrations was performed using open-faced, two-piece, shrink wrap banded, 37 millimeter (mm) polystyrene sampling cassettes fitted with quartz-fiber filters (Omega Specialty Division, SKC™ Inc. Eighty Four, PA.). Tygon tubing connected the filter cassettes to …"
2,"World Health Organization","Severe acute respiratory infections treatment centre: practical manual to set up and manage a SARI treatment centre and a SARI screening facility in health care …",2020,"","apps.who.int","https://apps.who.int/iris/bitstream/handle/10665/331603/WHO-2019-nCoV-SARI_treatment_center-2020.1-rus.pdf","https://scholar.google.com/scholar?cites=17798498760535670117&as_sdt=2005&sciodt=0,5&hl=en",109,"2020-05-22 20:04:38","PDF","","","",,,,,2,2.00,2,1,1,"… 18 HEPA filter 18 Portable air filtration systems 19 … 60 Linen management 60 Cleaning and disinfection of biomedical devices 61 … SARS-CoV2 severe acute respiratory syndrome coronavirus 2 UV ultraviolet UVGI ultraviolet germicidal irradiation WHO World Health Organization …"
0,"A Sykes","AN INTERNATIONAL REVIEW OF HIGH LEVEL ISOLATION UNITS",2019,"","wcmt.org.uk","https://www.wcmt.org.uk/sites/default/files/report-documents/Sykes%20A%202018%20Final.pdf","",110,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,1,"… FFP3 Mask = Filtered Face Piece 3 mask … 4. Decontamination processes: including products … built hoist for patient handling • Using smoke testing during activation to test ventilation systems • Using stainless steel equipment to prevent corrosion from disinfection products • Having …"
0,"TJ Cieslak, MG Kortepeter, CJ Kratochvil, JV Lawler","Nebraska Isolation and Quarantine Manual",2020,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=eR3UDwAAQBAJ&oi=fnd&pg=PP1&dq=uvgi+decontamination+filtering+facepiece+respirator&ots=7wCe8tdrd1&sig=y8dHUaJ3viktzX0G3jTYkvTpbZY","",111,"2020-05-22 20:04:38","BOOK","","","",,,,,0,0.00,0,4,1,"… Services (DHHS) and codified in Nebraska state law, include isolation and quarantine, social distancing, and a number of additional infection control and prevention measures, such as hand and cough hygiene; cleaning, disinfection, and sterilization; decontamination; and the …"
0,"X Jiang","Challenges and Experiences for Dental Medicine on Combating COVID-19 Pandemic",,"icp-org.com","","https://www.icp-org.com/images/20.04.30%20-%20Xinquan%20Jiang%20-%20COVID-19%20webinar%20Q%20and%20A%20-%20Final%20draft%20for%20the%20web-1.pdf","",112,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,,"… peroxide sterilization has received FDA emergency use authorization for decontamination of N95 … covid- 19-update-fda-issues-second-emergency-use- authorization-decontaminate-n95 … 4. Ultraviolet germicidal irradiation (UVGI) uses short-wavelength ultraviolet light (UVC, ~3.6 …"
7,"YH Zhang, NHL Leung, BJ Cowling, ZF Yang","Role of viral bioaerosols in nosocomial infections and measures for prevention and control",2018,"Journal of Aerosol …","Elsevier","https://www.sciencedirect.com/science/article/pii/S0021850217301404","https://scholar.google.com/scholar?cites=10023029201545408840&as_sdt=2005&sciodt=0,5&hl=en",113,"2020-05-22 20:04:38","","","","",,,,,7,3.50,2,4,2,"… Studies on the relative contribution of different routes of transmission for respiratory and enteric viruses are lacking. • Physical filtration efficiencies may not directly translate to effectiveness in mitigating virus transmission. • …"
5,"World Health Organization","Non-pharmaceutical public health measures for mitigating the risk and impact of epidemic and pandemic influenza: annex: report of systematic literature …",2019,"","apps.who.int","https://apps.who.int/iris/bitstream/handle/10665/329439/WHO-WHE-IHM-GIP-2019.1-eng.pdf","https://scholar.google.com/scholar?cites=286742555602290984&as_sdt=2005&sciodt=0,5&hl=en",114,"2020-05-22 20:04:38","PDF","","","",,,,,5,5.00,5,1,1,"… OR ""steriliza- tion"" OR ""sterilise"" OR ""sterilises"" OR ""sterilising"" OR ""sterilisation"" OR ""decontaminate"" OR ""decontaminates"" OR ""decontaminating"" OR ""decontamination"" #3: ""influenza … UV light #1: ""ultraviolet"" OR ""UVGI"" OR ""UV"" OR ""UVC"" OR ""far-UVC"" OR ""UV …"
0,"LF de Magalhães Brito, D Magagna","Infection prevention & control—A clinical engineering perspective",2020,"Clinical Engineering Handbook","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128134672000973","",115,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,1,"… (ii) decontamination and washing (manual or automated … Both mechanical ventilation systems and UVGI devices require proper management and maintenance to ensure that they … Disinfection: a process in which most or nearly all microorganisms, whether or not pathogenic, are …"
0,"O mondiale de la Santé","Utilisation rationnelle des équipements de protection individuelle (EPI) contre la maladie à coronavirus 2019 (COVID-19) et éléments à considérer en cas de …",2020,"","apps.who.int","https://apps.who.int/iris/bitstream/handle/10665/331765/WHO-2019-nCov-IPC_PPE_use-2020.3-fre.pdf","",116,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,1,"Page 1. -1- Utilisation rationnelle des équipements de protection individuelle (EPI) contre la maladie à coronavirus 2019 (COVID-19) et éléments à considérer en cas de grave pénurie Orientations provisoires 6 avril 2020 Cadre général …"
0,"P Gupta, K Goyal, P Kanta, A Ghosh…","Novel 2019-coronavirus on new year's Eve",2019,"Indian Journal of Medical …","ijmm.org","http://www.ijmm.org/article.asp?issn=0255-0857;year=2019;volume=37;issue=4;spage=459;epage=477;aulast=Gupta","",117,"2020-05-22 20:04:38","HTML","","","",,,,,0,0.00,0,5,1,"… such as social distancing, quarantine, cough etiquettes, proper hand washing, cleaning and decontaminating the surfaces are … [88] The country is under disinfection and sanitation … stringent contact precautions, using PPE with eye protection, three-layered surgical mask (the use …"
0,"EF Guaragna, A Teper, A Lauriente, C Kofman…","ENFERMEDAD POR CORONAVIRUS 2019 (COVID-19)",,"campus.mednet.com.ar","","https://campus.mednet.com.ar/mednet/COVID-Centro-Respiratorio-05-mayo.pdf","",118,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,,"Page 1. Pág. 1 ENFERMEDAD POR CORONAVIRUS 2019 (COVID-19) Centro Respiratorio “Dr. Alberto Álvarez” del Hospital de Niños “Ricardo Gutiérrez”. Ciudad Autónoma de Buenos Aires, Argentina. Versión realizada al 05-mayo-2020 1. Generalidades …"
0,"P MIKUŠKA, K KŘŮMAL, P COUFALÍK…","SLOŽENÍ ČÁSTIC A PLYNŮ V EMISÍCH ZÁŽEHOVÝCH MOTORŮ: VLIV JÍZDNÍCH REŽIMŮ A ALKOHOLOVÝCH PALIV",,"SBORNÍK XVI …","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/cb83/961ddfad6df5741a855d1611cf911a9bbfd9.pdf#page=51","",119,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,4,,"… REFERENCES Noakes, CJ; Sleigh, PA; Fletcher, LA; Beggs, CB, Use of CFD Modeling in Optimising the Design of Upper-Room UVGI, Disinfection Systems for Ventilated Rooms. Indoor and Built Environment, 2006 15 (1), pp …"
96,"XQ Jiang, XD Mei, D Feng","Air pollution and chronic airway diseases: what should people know and do?",2016,"Journal of thoracic disease","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4740163/","https://scholar.google.com/scholar?cites=10369892456568870400&as_sdt=2005&sciodt=0,5&hl=en",120,"2020-05-22 20:04:38","HTML","","","",,,,,96,24.00,32,3,4,"… Particle filtration systems can supply filtered air into the room or whole-house, reducing indoor exposures to particles from outdoor air … Most air cleaners have HEPA filter, which is highly efficient in PM filtration … Other units include UVGI lights, ions generator, and activated carbon …"
0,"K McIntosh","КОРОНАВІРУСНА ХВОРОБА (COVID-19)",,"hromadahealthcare.org","","https://hromadahealthcare.org/wp-content/uploads/COVID-19-UpToDate-1.pdf","",121,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,,"Page 1. Coronavirus disease 2019 (COVID-19) – UpToDate 1 КОРОНАВІРУСНА ХВОРОБА (COVID-19) Coronavirus disease 2019 (COVID-19) - UpToDate Автор: Kenneth McIntosh, MD Редактор секції: Martin S Hirsch, MD Помічник редактора: Allyson Bloom, MD …"
0,"EA Sigua-Rodríguez, JL Bernal-Pérez…","COVID-19 y la Odontología: una Revisión de las Recomendaciones y Perspectivas para Latinoamérica",2020,"Int. J …","researchgate.net","https://www.researchgate.net/profile/Eder_Sigua-Rodriguez/publication/340826222_COVID-19_and_Dentistry_a_Review_of_Recommendations_and_Perspectives_for_Latin_America/links/5e9fb1194585150839f405be/COVID-19-and-Dentistry-a-Review-of-Recommendations-and-Perspectives-for-Latin-America.pdf","",122,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,3,1,"… reutilización. Frente a la falta de estos insumos en la última pandemia por influenza, se realizaron algunas investi- gaciones citando la efectividad de la irradiación germicida ultravioleta (UVGI) con dosis de (1 J/cm2). Según …"
3,"AK Persily, AK Persily, SJ Emmerich","Indoor Environmental Issues in Disaster Resilience",2015,"","researchgate.net","https://www.researchgate.net/profile/Steven_Emmerich/publication/305043507_Indoor_Environmental_Issues_in_Disaster_Resilience/links/577fb85d08ae5f367d36ff72.pdf","https://scholar.google.com/scholar?cites=11472461294126758561&as_sdt=2005&sciodt=0,5&hl=en",123,"2020-05-22 20:04:38","BOOK","","","",,,,,3,0.60,1,3,5,"… and Guidance ASHRAE Standards 62.1 and 62.2 specify required ventilation and other building and system parameters (eg, particle filtration levels) to … adverse health effects of the lower respiratory tract, but no protective effects were observed for duration of mask use or …"
14,"BJ Green, AR Lemons, Y Park…","Assessment of fungal diversity in a water-damaged office building",2017,"… of occupational and …","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/15459624.2016.1252044","https://scholar.google.com/scholar?cites=4242617162093655599&as_sdt=2005&sciodt=0,5&hl=en",124,"2020-05-22 20:04:38","","","","",,,,,14,4.67,4,4,3,"Skip to Main Content …"
0,"AD Edosemelen, LD Fernandes","Tuberculosis infection control in a tertiary hospital in Tshwane, South Africa–a survey of health workers' knowledge and practice",2018,"","repository.smu.ac.za","https://repository.smu.ac.za/handle/20.500.12308/426","",125,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,2,2,"… EPTB: Extra-Pulmonary Tuberculosis HEPA: High Efficiency Particulate Arrestance Filter HCW: Healthcare Worker … growth of nodules (tubercules) in the tissues, especially the lungs Ultraviolet Germicidal Irradiation (UVGI): A disinfection method that uses …"
0,"TK Pillay","TB and the Anaesthetist",2015,"","anaesthetics.ukzn.ac.za","https://anaesthetics.ukzn.ac.za/Libraries/Documents2011/FMM_No_13_6-5-15_TB_and_the_Anaesthetist_Pillay_T.pdf","",126,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,1,5,"… Inadequate ventilation – poor dilution or removal, ie recirculation of unfiltered air containing droplet nuclei. Inadequate sanitation and decontamination of medical apparatus and improper techniques for handling processing specimens. 11,13 …"
0,"PJ Wysocki, Ł Kwinta, P Potocki, K Konopka…","Leczenie systemowe chorych na nowotwory lite w trakcie pandemii SARS-CoV-2—kompleksowe rekomendacje Polskiego Towarzystwa Onkologii Klinicznej",2020,"Onkologia w Praktyce …","ptok.pl","https://ptok.pl/content/download/12828/189448/file/NOWE%20KOMPLEKSOWE%20WYTYCZNE%20PTOK%20WS%20COVID-19.pdf","",127,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,1,"… pomiędzy kursami — zakończenie leczenia [28] *Krótkodziałający czynnik wzrostu (G-CSF, granulocyte colony-stimulating factor); **długodziałający czynnik wzrostu (G-CSF); CrCl (creatinine clearance) — klirens kreatyniny; GFR (glomerular filtration rate) — wskaźnik …"
0,"Y Gökseven, H Acar, GZ Öztürk, S Arıca, G Bilgiler","Kendini ve Çevreni Koru Hayat Ver",,"istahed.org.tr","","https://www.istahed.org.tr/wp-content/uploads/2020/04/Kendini-ve-%C3%87evreni-Koru-Hayat-Ver.pdf","",128,"2020-05-22 20:04:38","PDF","","","",,,,,0,0.00,0,5,,"… Effects of Ultraviolet Germicidal Irradiation (UVGI) on N95 Respirator Filtration Performance and Structural Integrity … 27. Centers for Disease Control and Prevention, Coronavirus Disease 2019 (COVID-19), Detailed Disinfection Guidance Available at"
2,"JM Macher, D Gold, P Cruz, JL Kyle…","Evaluation and management of exposure to infectious agents",2019,"… Safety and Health","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9781119581482.ch6","https://scholar.google.com/scholar?cites=9459209581336998950&as_sdt=2005&sciodt=0,5&hl=en",129,"2020-05-22 20:04:38","","","","",,,,,2,2.00,0,5,1,"… Following these recommendations (particularly in regard to personal hygiene and disinfection) and the recommended … for workers who will be exposed to infected poultry, including respiratory protection, dis- posable clothing, formal decontamination procedures, and …"
19,"WG Lindsley, BJ Green, FM Blachere, SB Martin…","Sampling and characterization of bioaerosols",2017,"NIOSH manual of …","cdc.gov","https://www.cdc.gov/niosh/nmam/pdf/chapter-ba.pdf","https://scholar.google.com/scholar?cites=3814763092449919527&as_sdt=2005&sciodt=0,5&hl=en",130,"2020-05-22 20:04:38","PDF","","","",,,,,19,6.33,4,5,3,"… Sampling and Characterization of Bioaerosols fluid is filtered through a 0.45-µm pore size membrane filter … 1992]. The membrane filters are placed in sterile plastic petri plates filled with the appropriate medium and incubated for later identification and enumeration …"
0,"R Chawla, SB Dixit, KG Zirpe, D Chaudhry…","ISCCM Guidelines for the Use of Non-invasive Ventilation in Acute Respiratory Failure in Adult ICUs",2020,"Indian Journal of …","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7085817/","",131,"2020-05-22 20:04:38","HTML","","","",,,,,0,0.00,0,5,1,""
0,"HE Whyte","Evaluation of the performance of photocatalytic systems for the treatment of indoor air in medical environments",2018,"","tel.archives-ouvertes.fr","https://tel.archives-ouvertes.fr/tel-02425999/","",132,"2020-05-22 20:04:38","","","","",,,,,0,0.00,0,1,2,"Page 1. HAL Id: tel-02425999 https://tel.archives-ouvertes.fr/tel-02425999 Submitted on 1 Jan 2020 HAL is a multi-disciplinary open access archive for the deposit and dissemination of sci- entific research documents, whether they are pub- lished or not …"
